id,headline,snippet,url,word_count
5aafab0a068401528a298249,b'Oracle\xe2\x80\x99s Ellison Unveils Hydroponic Farming Start-Up: DealBook Briefing',b'Larry Ellison is teaming up with Dr. David Agus to start a hydroponic farming firm focused on creating more healthful food.',https://www.nytimes.com/2018/03/19/business/dealbook/facebook-cambridge-analytica.html,3867
5a5fc60510f40f00018bc7fd,"b'\xe2\x80\x98Vision, Chutzpah and Some Testosterone\xe2\x80\x99'","b'A year into Trump\xe2\x80\x99s presidency, we asked his voters for a progress report.'",https://www.nytimes.com/2018/01/17/opinion/trump-voters-supporters.html,2373
5a25d95b7c459f246b638cab,b'Tax Bills Could Expand Private School Benefits and Hurt Public Education',"b'The tax bills in final talks would allow tax-favored savings for private school tuition, but by curtailing state and local tax deductions, they could hit public schools.'",https://www.nytimes.com/2017/12/04/us/politics/tax-bills-private-schools-public-schools.html,971
59fb41ed7c459f246b6323e1,b'Shocking: Trump Makes the Right Choice With Jerome Powell',b'The president ignored both hard-line conservatives and populists and selected a sound nominee to be the next Fed chief.',https://www.nytimes.com/2017/11/02/opinion/jerome-powell-trump-federal-reserve.html,780
5a1fe8a67c459f246b638046,b'Senate Republicans Scramble to Find Revenue for Tax Bill With Vote Expected Friday',"b'With the Senate debate on taxes set, Republicans were still discussing revisions to their plan to address the concerns of a number of members.'",https://www.nytimes.com/2017/11/30/us/politics/tax-overhaul-senate-debate.html,2095
59b5a7427c459f246b622c60,b'Treasury Auctions Set for the Week of Sept. 11',b'The following tax-exempt fixed-income issues are scheduled for pricing this week.',https://www.nytimes.com/2017/09/10/business/treasury-auctions.html,577
56308b8338f0d8595b45cc6a,b'Is There a Silver Lining to Citizens United?',"b'By making a mockery of traditional efforts at reform, the Supreme Court\xe2\x80\x99s ruling shifted our attention to local experiments that appear to be working.'",https://www.nytimes.com/2015/10/28/opinion/is-there-a-silver-lining-to-citizens-united.html,1755
5aa280e1068401528a291e45,b'Will Goldman\xe2\x80\x99s Blankfein Depart by the End of the Year?: DealBook Briefing',"b'Is Lloyd Blankfein, the chief executive of Goldman Sachs, planning on stepping down \xe2\x80\x9cas soon as the end of the year?\xe2\x80\x9d'",https://www.nytimes.com/2018/03/09/business/dealbook/trump-trade-tariffs.html,4640
5685551d38f0d83cec271073,"b'After a Tumultuous Year for Investors, the Experts Look Ahead'",b'Turning to some of 2015\xe2\x80\x99s most successful investors and analysts for an annual look at what to expect next year.',https://www.nytimes.com/2016/01/01/business/after-a-tumultuous-year-for-investors-the-experts-look-ahead.html,1507
59eb3f6b7c459f246b62ff00,b'Rockwell\xe2\x80\x99s Children Sue Berkshire Museum to Stop Sale of His Works',b'The artist\xe2\x80\x99s three children and several museum members argue that it is unlawful for the institution to sell two Rockwell paintings and other works.',https://www.nytimes.com/2017/10/21/arts/berkshire-museum-norman-rockwell-lawsuit.html,725
5a1449267c459f246b636805,"b'As Tech Start-Ups Mature, So Do Their Headquarters'","b'In a departure from the days when tech firms preferred old converted warehouses, they are now moving into newer high-end offices.'",https://www.nytimes.com/2017/11/21/business/tech-commercial-real-estate.html,1161
596be4157c459f246b619565,b'Treasury Auctions Set for the Week of July 17',b'The following tax-exempt fixed-income issues are scheduled for pricing this week.',https://www.nytimes.com/2017/07/16/business/treasury-auctions-set-for-the-week-of-july-17.html,548
5a0e3be27c459f246b635935,"b'In Puerto Rico, Law Passed for Fiscal Crisis Hampers Storm Recovery'","b'When the hurricane-ravaged island needs Washington\xe2\x80\x99s help most, 2016 legislation that set up an oversight board is restricting federal authority.'",https://www.nytimes.com/2017/11/16/business/dealbook/puerto-rico-promesa-hurricane.html,1030
5a0bcb157c459f246b63479d,"b'Zimbabwe, Emmanuel Macron, Jeff Sessions: Your Wednesday Briefing'",b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2017/11/15/briefing/zimbabwe-emmanuel-macron-jeff-sessions-.html,1299
5a0dec267c459f246b634f98,b'How Every Member Voted on the House Tax Bill',"b'Representatives voted along party lines, with the exception of 13 Republicans, many of whom fought to keep the deduction for state and local taxes.'",https://www.nytimes.com/interactive/2017/11/16/us/politics/house-vote-republican-tax-bill.html,0
5968cd8e7c459f246b619112,"b'When the Trump Agenda Loses Steam, Muni Bonds Gain Momentum'","b'Tax-advantaged municipal bonds, which were expected to struggle under Trump administration policies, are actually a bright spot in the bond market.'",https://www.nytimes.com/2017/07/14/business/mutfund/when-the-trump-agenda-loses-steam-muni-bonds-gain-momentum.html,1134
597a2d367c459f246b61b59e,b'1972 | Pressmen Balk at an Impeachment Ad in The Times',"b'Protesting their own newspaper, the printing pressmen stopped the presses for nearly 15 minutes, earning the thanks of President Richard M. Nixon.'",https://www.nytimes.com/2017/07/27/insider/1972-pressmen-balk-at-an-impeachment-ad-in-the-times.html,816
561b236438f0d839bd911010,"b'Paid Notice: Deaths  FINDLAY, DAVID B.'","b'FINDLAY--David B.,Jr. Dave was born in Kansas City, Missouri in 1933 to David Beals Findlay, a third generation art dealer, and Harriet Jones Findlay. His family moved to New York City, then to Darien in 1936, when his father established the David...'",https://query.nytimes.com/gst/fullpage.html?res=9503E5DC123AF937A35753C1A9639D8B63,533
59ba2de57c459f246b626053,b'An Old Supreme Court Dream',b'Remembering a good immigration decision in a mean season.',https://www.nytimes.com/2017/09/14/opinion/supreme-court-immigration.html,1577
5952d77b7c459f257c1ac573,"b'Joshua Newman, a Fitness Entrepreneur, Sentenced to 41 Months in Prison'","b'Newman, a Yale graduate who left a trail of unpaid debts to investors, had pleaded guilty to wire fraud.'",https://www.nytimes.com/2017/06/27/business/dealbook/joshua-newman-a-fitness-entrepreneur-sentenced-to-41-months-in-prison.html,595
59320d1e7c459f24986e32ae,"b'Trauma, Taxes and Trump'",b'The administration has plans. And its own reality.',https://www.nytimes.com/2017/06/02/opinion/trauma-taxes-and-trump.html,825
59b326fd7c459f246b62292a,b'Bridgewater\xe2\x80\x99s Ray Dalio Spreads His Gospel of \xe2\x80\x98Radical Transparency\xe2\x80\x99',"b'Mr. Dalio has created an unusual and confrontational workplace at Bridgewater Associates, the world\xe2\x80\x99s largest hedge fund firm. With a new book, he hopes to inject his ideas into the mainstream.'",https://www.nytimes.com/2017/09/08/business/dealbook/bridgewaters-ray-dalio-spreads-his-gospel-of-radical-transparency.html,3402
560462e238f0d86906c7b653,b'Problems at Volkswagen Start in the Boardroom',"b'An insular governing structure, overseen by family members and labor, allowed the current scandal over the flouting of emissions standards to happen.'",https://www.nytimes.com/2015/09/25/business/international/problems-at-volkswagen-start-in-the-boardroom.html,1350
596e161e7c459f246b6199e8,b'U.K.\xe2\x80\x99s New \xc2\xa310 Note Gets a Fresh Face: Jane Austen',b'The \xe2\x80\x9ctenner\xe2\x80\x9d will feature a likeness of the novelist in an announcement marking the anniversary of her death in 1817.',https://www.nytimes.com/2017/07/18/business/uk-jane-austen-10-pound.html,985id,headline,snippet,url,word_count
5aeada22068401528a2ac029,b'Industrial Revolutions Are Political Wrecking Balls',b'The price we pay for economic and technological dislocation is much higher than we think.',https://www.nytimes.com/2018/05/03/opinion/trump-industrial-revolutions.html,3037
5ae19fa4068401528a2aac77,b'Meet the New Boss. Actually Quite Different From the Old Boss.',"b'President Trump has overturned the Republican establishment, but at what cost?'",https://www.nytimes.com/2018/04/26/opinion/trump-republican-establishment-elites.html,2407
5ad86523068401528a2a9889,b'The Democrats\xe2\x80\x99 Gentrification Problem',"b'Allies on Election Day, the two wings of the Democratic Party are growing further estranged in other aspects of their lives.'",https://www.nytimes.com/2018/04/19/opinion/democrats-gentrification-cities-voters.html,2380
5a7373f210f40f00018bf0a4,"b'Trump Tax Cuts and the Economy: Time Will Tell, Maybe'","b'President Trump is taking plenty of credit for positive economic signs \xe2\x80\x94 the stock market, jobs, growth. Is it warranted?'",https://www.nytimes.com/2018/02/01/business/economy/trump-tax-cuts-economy.html,1495
5abcb5a4068401528a29ed1d,b'The 2016 Exit Polls Led Us to Misinterpret the 2016 Election',"b'Recent analyses of who actually voted for whom have serious ramifications for both parties, but especially for the Democrats.'",https://www.nytimes.com/2018/03/29/opinion/2016-exit-polls-election.html,2925
5a7c2a4010f40f00018c0341,b'Trump\xe2\x80\x99s Tool Kit Does Not Include the Constitution',b'No wonder we are losing faith in our democracy.',https://www.nytimes.com/2018/02/08/opinion/trump-democracy-midterm-elections.html,2112
5a5740477c459f29e79b3635,"b'Robots Can\xe2\x80\x99t Vote, but They Helped Elect Trump'",b'The areas of the country with the largest robot work forces gave the president an unanticipated advantage in the Electoral College.',https://www.nytimes.com/2018/01/11/opinion/trump-robots-electoral-college.html,1423
5a291bcf7c459f246b6395f0,b'Liberals Need to Take Their Fingers Out of Their Ears',b'Many Democrats continue to have little understanding of their own role in creating the conditions that make conservatives willing to support Trump.',https://www.nytimes.com/2017/12/07/opinion/liberals-conservatives-trump.html,1896
5aa1c091068401528a2918a1,b'What History Has to Say About the \xe2\x80\x98Winners\xe2\x80\x99 in Trade Wars',b'Has President Trump studied the Smoot-Hawley act of 1930? Or the McKinley tariff act of 1890? Maybe he should.',https://www.nytimes.com/2018/03/08/business/tariff-trump-trade-wars.html,1245
5aaa7327068401528a296135,b'6 of Larry Kudlow\xe2\x80\x99s Not-So-on-the-Money Predictions',"b""Larry Kudlow's predictions, which will soon carry new weight as the president\xe2\x80\x99s top economic adviser, have not always been on the mark. The following is a look back at some of his economic predictions that did not bear out.""",https://www.nytimes.com/2018/03/15/business/larry-kudlows-not-so-on-the-money-predictions.html,1053
596730327c459f246b618c63,b'The Closing of the Republican Mind',"b'For President Trump\xe2\x80\x99s supporters, an open society is not the goal.'",https://www.nytimes.com/2017/07/13/opinion/republicans-elites-trump.html,2188
5a25aa387c459f246b638c18,"b'John Anderson, Who Ran Against Reagan and Carter in 1980, Is Dead at 95'","b'Drawing support from moderate to liberal Republicans and liberal Democrats, Mr. Anderson held the spotlight for a while before voters turned to candidates who they believed could actually win.'",https://www.nytimes.com/2017/12/04/us/politics/john-anderson-who-ran-against-reagan-and-carter-in-1980-is-dead-at-95.html,1900
594cd8b97c459f257c1ab98d,b'What a World Tour of Tax Codes Can Teach the U.S. About How to Reform Its Own',"b'In \xe2\x80\x9cA Fine Mess,\xe2\x80\x9d T. R. Reid cites examples from Estonia to New Zealand of how tax redesigns can drive economic success.'",https://www.nytimes.com/2017/06/23/books/review/a-fine-mess-tr-reid.html,886
59a82a707c459f246b6210f5,"b'For Tax Reform Lessons, Congress Needn\xe2\x80\x99t Look Far'","b'The District of Columbia may seem an unlikely locale for an overhaul that has won praise across party lines, but its success offers a model.'",https://www.nytimes.com/2017/08/31/business/tax-reform-congress.html,1144
594b76507c459f257c1ab590,b'The End of the Left and the Right as We Knew Them',b'The struggle between nationalists and globalists has replaced class struggle.',https://www.nytimes.com/2017/06/22/opinion/nationalism-globalism-edsall.html,2022
597cf66a7c459f246b61bb4e,b'How We Make Black Girls Grow Up Too Fast',b'Black girls and women in our society are always \xe2\x80\x9cready\xe2\x80\x9d for whatever abuse is visited upon them.',https://www.nytimes.com/2017/07/29/opinion/sunday/how-we-make-black-girls-grow-up-too-fast.html,1142
5942356b7c459f257c1aa03f,b'Where Democrats Can Find New Voters',b'The political loyalty of the 65 million workers in the service sector is up for grabs.',https://www.nytimes.com/2017/06/15/opinion/can-the-democratic-party-find-new-voters.html,1702
5994def47c459f246b61eb47,b'C.E.O.s Long Avoided Politics. Trump Is Changing the Calculus.',"b'Corporate leaders often avoid taking political stands, especially on the president. Equivocation from the White House on right-wing extremism has forced a response.'",https://www.nytimes.com/2017/08/16/business/trump-chief-executives-companies.html,1351
5995e6c57c459f246b61ed99,b'Copy Edit This! Quiz No. 8',b'Can you spot the grammatical errors in these recent New York Times articles?',https://www.nytimes.com/interactive/2017/08/17/insider/copy-edit-this-quiz-8.html,0
